DATE,USD6MTD156N
2018-03-02,2.22843
2018-03-05,2.22929
2018-03-06,2.24051
2018-03-07,2.2455
2018-03-08,2.25925
2018-03-09,2.26863
2018-03-12,2.28675
2018-03-13,2.30425
2018-03-14,2.32113
2018-03-15,2.34175
2018-03-16,2.36363
2018-03-19,2.3905
2018-03-20,2.40988
2018-03-21,2.43422
2018-03-22,2.4473
2018-03-23,2.44971
2018-03-26,2.4538
2018-03-27,2.45299
2018-03-28,2.44403
2018-03-29,2.4524
2018-03-30,.
2018-04-02,.
2018-04-03,2.45988
2018-04-04,2.46
2018-04-05,2.46625
2018-04-06,2.47219
2018-04-09,2.47063
2018-04-10,2.4675
2018-04-11,2.4725
2018-04-12,2.48188
2018-04-13,2.49
2018-04-16,2.50313
2018-04-17,2.50125
2018-04-18,2.50313
2018-04-19,2.50938
2018-04-20,2.51125
2018-04-23,2.51563
2018-04-24,2.51625
2018-04-25,2.51925
2018-04-26,2.52175
2018-04-27,2.51956
2018-04-30,2.51175
2018-05-01,2.51425
2018-05-02,2.51269
2018-05-03,2.51488
2018-05-04,2.52019
2018-05-07,.
2018-05-08,2.52375
2018-05-09,2.51813
2018-05-10,2.51688
2018-05-11,2.515
2018-05-14,2.50063
2018-05-15,2.4925
2018-05-16,2.49438
2018-05-17,2.49938
2018-05-18,2.49875
2018-05-21,2.49875
2018-05-22,2.49938
2018-05-23,2.4975
2018-05-24,2.485
2018-05-25,2.48188
2018-05-28,.
2018-05-29,2.47
2018-05-30,2.46688
2018-05-31,2.47375
2018-06-01,2.47438
2018-06-04,2.484
2018-06-05,2.47963
2018-06-06,2.48375
2018-06-07,2.49188
2018-06-08,2.48875
2018-06-11,2.49313
2018-06-12,2.49875
2018-06-13,2.50013
2018-06-14,2.50288
2018-06-15,2.50375
2018-06-18,2.49688
2018-06-19,2.495
2018-06-20,2.50088
2018-06-21,2.50438
2018-06-22,2.5075
2018-06-25,2.5025
2018-06-26,2.5025
2018-06-27,2.50063
2018-06-28,2.50125
2018-06-29,2.50125
2018-07-02,2.50969
2018-07-03,2.50688
2018-07-04,2.50594
2018-07-05,2.52025
2018-07-06,2.50813
2018-07-09,2.50875
2018-07-10,2.51188
2018-07-11,2.51238
2018-07-12,2.51963
2018-07-13,2.52088
2018-07-16,2.5185
2018-07-17,2.52313
2018-07-18,2.52663
2018-07-19,2.52725
2018-07-20,2.52425
2018-07-23,2.52088
2018-07-24,2.5225
2018-07-25,2.5225
2018-07-26,2.52863
2018-07-27,2.52988
2018-07-30,2.5305
2018-07-31,2.5305
2018-08-01,2.53363
2018-08-02,2.5305
2018-08-03,2.52475
2018-08-06,2.52163
2018-08-07,2.52238
2018-08-08,2.517
2018-08-09,2.51713
2018-08-10,2.51213
2018-08-13,2.50763
2018-08-14,2.51238
2018-08-15,2.51063
2018-08-16,2.5135
2018-08-17,2.51075
2018-08-20,2.50863
