Datetime,Timestamp,Price,VIX,1-Year-LIBOR,1-Year-VM,90-Calls,90-Calls-P,90-Calls-ROI,90-Puts,90-Puts-P,90-Puts-ROI
2011-01-19,1295413200000,48.6643,15.87,0.77969,26.201713385352132,7.842093045279221,30.43143695472078,388.05248521043603,2.635503251860717,-2.635503251860717,-100.0
2011-01-20,1295499600000,48.4057,17.31,0.77906,26.18458216566087,7.797428703778273,29.930241296221723,383.84757890404194,2.6187788344496337,-2.6187788344496337,-100.0
2011-01-21,1295586000000,47.5257,17.99,0.78031,26.21621222373324,7.661120372387753,32.99424962761225,430.67133818351533,2.5760861743086405,-2.5760861743086405,-100.0
2011-01-24,1295845200000,46.6743,18.47,0.78031,26.23157299313862,7.526316601515781,35.112513398484225,466.5298479659048,2.5323783392407524,-2.5323783392407524,-100.0
2011-01-25,1295931600000,48.2071,17.65,0.78063,26.335698490705074,7.7906686530483285,34.45294134695167,442.2334318309243,2.6325899905080714,-2.6325899905080714,-100.0
2011-01-26,1296018000000,48.7714,17.59,0.78094,26.067517896413356,7.837413698664573,35.40262630133543,451.713124539639,2.618820870816611,-2.618820870816611,-100.0
2011-01-27,1296104400000,49.1214,16.64,0.78094,25.986494393693857,7.880121799385563,34.464918200614434,437.36529812650576,2.624078590991898,-2.624078590991898,-100.0
2011-01-28,1296190800000,49.03,16.15,0.78125,25.988148851860476,7.865819249635692,35.7056807503643,453.9346712298026,2.619420211245462,-2.619420211245462,-100.0
2011-01-31,1296450000000,48.0143,20.04,0.78125,26.048365320305685,7.712704243635216,35.96152575636479,466.2635130348925,2.5749890213431446,-2.5749890213431446,-100.0
2011-02-01,1296536400000,48.4743,19.53,0.78063,26.024914571032355,7.782563022202726,34.93766697779728,448.92237786092153,2.595894408833008,-2.595894408833008,-100.0
2011-02-02,1296622800000,49.29,17.63,0.78125,26.05276371833627,7.9183618081422935,33.277738191857715,420.26038968867124,2.6441417673049514,-2.6441417673049514,-100.0
2011-02-03,1296709200000,49.1886,17.3,0.7855,26.054897738901257,7.903585588807999,34.250974411192004,433.35994816952007,2.6383489563130667,-2.6383489563130667,-100.0
2011-02-04,1296795600000,49.0628,16.69,0.78605,26.03239457492973,7.879766526389329,34.665113473610674,439.92564192755265,2.62775479322889,-2.62775479322889,-100.0
2011-02-07,1297054800000,49.5,15.93,0.7886,26.025047948944657,7.949445274548662,34.20625472545133,430.2973798054535,2.6495056002157646,-2.6495056002157646,-100.0
2011-02-08,1297141200000,50.2686,16.28,0.79125,26.04871107764111,8.077660622498165,33.28909937750184,412.11312201931275,2.6942378664463966,-2.6942378664463966,-100.0
2011-02-09,1297227600000,50.7428,15.81,0.79325,26.033819267276858,8.151851839640084,33.939628160359916,416.34255415832484,2.7167393487072875,-2.7167393487072875,-100.0
2011-02-10,1297314000000,51.1657,15.87,0.799,25.98811716889015,8.213470374520817,32.06589962547919,390.406224936922,2.7304338093517746,-2.7304338093517746,-100.0
2011-02-11,1297400400000,50.6486,16.09,0.797,26.007081228403205,8.1331658008753,32.5444941991247,400.1454660572913,2.706447314605782,-2.706447314605782,-100.0
2011-02-14,1297659600000,50.9786,15.69,0.7965,26.00459054487599,8.185584547013523,31.779375452986475,388.2358708832963,2.7237359617756702,-2.7237359617756702,-100.0
2011-02-15,1297746000000,51.3114,15.95,0.7975,25.952542119910287,8.230229316219248,27.72801068378075,336.90447274825476,2.732266393302913,-2.732266393302913,-100.0
2011-02-16,1297832400000,51.4143,16.37,0.79875,25.929147212392824,8.243003458430142,27.609826541569856,334.94862255981724,2.73344109517069,-2.73344109517069,-100.0
2011-02-17,1297918800000,51.8757,16.72,0.79775,25.91484247604137,8.314168886145755,28.59200111385425,343.89487999814736,2.755626014518821,-2.755626014518821,-100.0
2011-02-18,1298005200000,51.1857,16.59,0.79575,25.946080389708552,8.208447110836829,30.728722889163173,374.3548867921068,2.724752589743444,-2.724752589743444,-100.0
2011-02-22,1298350800000,50.08,16.43,0.795,26.01643487471869,8.042897797159565,34.13650220284045,424.4303864571811,2.6779959617108453,-2.6779959617108453,-100.0
2011-02-23,1298437200000,48.3728,20.8,0.793,26.191532099565883,7.796997315134874,35.35458268486513,453.438436053297,2.615845893745462,-2.615845893745462,-100.0
2011-02-24,1298523600000,48.9457,22.13,0.79275,26.197751037885123,7.890309045416124,34.88566095458388,442.1330109351129,2.6479042641008235,-2.6479042641008235,-100.0
2011-02-25,1298610000000,48.9828,21.32,0.79375,26.19248947047222,7.895683016846377,35.97689698315362,455.6527523507801,2.6488672207117503,-2.6488672207117503,-100.0
2011-02-28,1298869200000,49.7371,19.22,0.79125,26.046845822039796,7.991938406014139,36.18037159398587,452.7108412992674,2.6654356595675903,-2.6654356595675903,-100.0
2011-03-01,1298955600000,50.4586,18.35,0.79225,26.046074397521082,8.108018485791742,35.18124151420828,433.90677482863265,2.7037974850613224,-2.7037974850613224,-100.0
2011-03-02,1299042000000,49.9014,21.01,0.79025,26.067976339218156,8.021648740587104,35.6184912594129,444.0295556597257,2.6779961647243784,-2.6779961647243784,-100.0
2011-03-03,1299128400000,50.3028,20.7,0.78875,26.06632753319662,8.08547430312473,35.31770569687528,436.8043774899677,2.6995118682212205,-2.6995118682212205,-100.0
2011-03-04,1299214800000,51.3657,18.6,0.78625,26.11469912830599,8.264063105996929,34.32110689400308,415.30547932405676,2.7654417508946523,-2.7654417508946523,-100.0
2011-03-07,1299474000000,51.4286,19.06,0.78725,26.11294092541533,8.274159519552708,35.440100480447285,428.32266403250514,2.7683455833758934,-2.7683455833758934,-100.0
2011-03-08,1299560400000,50.7657,20.66,0.792,26.126137998593673,8.171120366829694,36.38114963317031,445.2406524429379,2.734121639022881,-2.734121639022881,-100.0
2011-03-09,1299646800000,50.8228,19.82,0.7865,26.113629614232806,8.176602951209041,36.20137704879096,442.74348729918466,2.735984773471385,-2.735984773471385,-100.0
2011-03-10,1299733200000,50.3528,20.22,0.7845,26.083352133718126,8.095243519838185,37.49293648016181,463.1477285183788,2.7058384472238384,-2.7058384472238384,-100.0
2011-03-11,1299819600000,49.5243,21.88,0.7855,26.12327438307873,7.969045900072061,40.04618409992795,502.5216895734761,2.6678753329351874,-2.6678753329351874,-100.0
2011-03-14,1300075200000,50.2843,20.08,0.7855,26.146913898863275,8.095384088437914,41.67014591156209,514.7395782131786,2.7128617479084998,-2.7128617479084998,-100.0
2011-03-15,1300161600000,50.5086,21.13,0.78,26.055961654240008,8.114328184403636,40.15103181559637,494.81646419933753,2.710277048510859,-2.710277048510859,-100.0
2011-03-16,1300248000000,49.3471,24.32,0.7775,26.084384320796747,7.931819829429443,43.20859017057057,544.7500207991825,2.6531424033005973,-2.6531424033005973,-100.0
2011-03-17,1300334400000,47.1443,29.4,0.7685,26.377144948532806,7.62242124459215,44.609108755407846,585.2354169884865,2.583167427810139,-2.583167427810139,-100.0
2011-03-18,1300420800000,47.8057,26.37,0.7715,26.346575648312587,7.725166178077121,43.99570382192287,569.511422896975,2.6139344677887664,-2.6139344677887664,-100.0
2011-03-21,1300680000000,47.2386,24.44,0.7725,26.37038000064953,7.637619122482647,46.37334087751736,607.1701158939628,2.586598042613847,-2.586598042613847,-100.0
2011-03-22,1300766400000,48.4714,20.61,0.7705,26.44126593703035,7.848123137282926,44.92761686271708,572.4632001412676,2.666149815856919,-2.666149815856919,-100.0
2011-03-23,1300852800000,48.7428,20.21,0.772,26.440427601579913,7.89232914649353,44.44855085350647,563.1867352270076,2.6806880613954203,-2.6806880613954203,-100.0
2011-03-24,1300939200000,48.4557,19.17,0.7745,26.447774160908242,7.847723283912817,43.38044671608719,552.777476303395,2.665697434198524,-2.665697434198524,-100.0
2011-03-25,1301025600000,49.2814,18.0,0.7745,26.474031138679855,7.985864585259435,42.69517541474057,534.6343524726013,2.715535424601148,-2.715535424601148,-100.0
2011-03-28,1301284800000,50.22,17.91,0.7765,26.50948018076836,8.144586910094812,43.08171308990519,528.9613035684786,2.7729835318270375,-2.7729835318270375,-100.0
2011-03-29,1301371200000,50.0628,19.44,0.7795,26.508554050232128,8.119760135534875,42.57081986446513,524.286668003412,2.7636298749910697,-2.7636298749910697,-100.0
2011-03-30,1301457600000,50.1371,18.16,0.7795,26.479374214750585,8.126820285852645,43.35978971414736,533.5394187272614,2.7627407999686966,-2.7627407999686966,-100.0
2011-03-31,1301544000000,49.8043,17.71,0.782,26.480346274452682,8.073726127433059,44.30810387256693,548.7937437215763,2.744140442070025,-2.744140442070025,-100.0
2011-04-01,1301630400000,49.7868,17.74,0.7825,26.22408499200826,8.027545169964412,41.84143483003559,521.2232873704413,2.699609874399828,-2.699609874399828,-100.0
2011-04-04,1301889600000,49.2228,17.4,0.78525,26.13448882213762,7.922341406261509,42.1471385937385,532.0035634973651,2.6535538288576053,-2.6535538288576053,-100.0
2011-04-05,1301976000000,48.7414,17.5,0.781,26.151206396459774,7.846489345660839,43.97055065433916,560.3850170096156,2.6310804348285934,-2.6310804348285934,-100.0
2011-04-06,1302062400000,48.4128,17.25,0.77775,26.152464829180868,7.792928784595581,46.20405121540443,592.8971313934857,2.6140856878716665,-2.6140856878716665,-100.0
2011-04-07,1302148800000,48.2914,16.9,0.77825,26.14473394238414,7.772249827618701,47.5197901723813,611.4032773820478,2.6061775773756324,-2.6061775773756324,-100.0
2011-04-08,1302235200000,48.2971,17.11,0.77775,26.048265781050006,7.757179878028545,48.74413012197145,628.3743691445707,2.5907135111424306,-2.5907135111424306,-100.0
2011-04-11,1302494400000,47.8657,17.87,0.77725,25.965819397300134,7.674337960628137,49.519332039371875,645.2586828130615,2.5542333008907256,-2.5542333008907256,-100.0
2011-04-12,1302580800000,47.2571,16.59,0.774,25.94560077195782,7.572661690310266,50.195948309689726,662.8573989238004,2.5190294279502794,-2.5190294279502794,-100.0
2011-04-13,1302667200000,47.4857,17.09,0.7725,25.707369863534172,7.570469807433064,49.50670019256694,653.9448865374088,2.493027383391585,-2.493027383391585,-100.0
2011-04-14,1302753600000,48.0186,16.92,0.7715,25.718768307228867,7.657019172801242,49.13974082719876,641.7607128600343,2.52302487915734,-2.52302487915734,-100.0
2011-04-15,1302840000000,47.4886,16.27,0.765,25.73758004439007,7.573823896035602,48.37073610396439,638.6567309715675,2.4992523202660113,-2.4992523202660113,-100.0
2011-04-18,1303099200000,46.78,15.32,0.765,25.762668830595757,7.464796791508498,46.653203208491504,624.9761984353194,2.4659453131641857,-2.4659453131641857,-100.0
2011-04-19,1303185600000,47.4071,16.96,0.76275,25.750218437931142,7.562267878944734,44.79704212105527,592.375763966013,2.4973579783845494,-2.4973579783845494,-100.0
2011-04-20,1303272000000,48.2657,15.83,0.7625,25.786596241701936,7.705126173273637,46.18714382672637,599.4339714634818,2.5485923926274925,-2.5485923926274925,-100.0
2011-04-21,1303358400000,48.9157,15.07,0.763,25.6454247412519,7.785582341214681,43.49098765878533,558.6093082409042,2.55938645049304,-2.55938645049304,-100.0
2011-04-22,1303444800000,50.0994,14.69,0.762,25.708361791805636,7.984408036298362,41.12463196370163,515.0617525650324,2.632192078666021,-2.632192078666021,-100.0
2011-04-25,1303704000000,50.4298,15.77,0.762,25.71181569263212,8.037655684689263,41.048324315310744,510.70020819009096,2.6501424549857564,-2.6501424549857564,-100.0
2011-04-26,1303790400000,50.06,15.62,0.762,25.71436651334911,7.9791493761991745,42.88825062380083,537.5040446257495,2.6311425968949234,-2.6311425968949234,-100.0
2011-04-27,1303876800000,50.0214,15.35,0.762,25.69989066047078,7.970538489668062,42.26730151033193,530.2941773020932,2.6266554231420987,-2.6266554231420987,-100.0
2011-04-28,1303963200000,49.5357,14.62,0.7625,25.70548851002252,7.894224819699112,40.75074518030088,516.2095849944909,2.6020088071280156,-2.6020088071280156,-100.0
2011-04-29,1304049600000,50.0186,14.75,0.761,25.714684375801074,7.972326654611017,38.17803334538899,478.8819500177864,2.629189469903775,-2.629189469903775,-100.0
2011-05-02,1304308800000,49.4686,15.99,0.761,25.730040353006565,7.887243012417034,38.426716987582964,487.20087522455015,2.6028584807546444,-2.6028584807546444,-100.0
2011-05-03,1304395200000,49.7428,16.7,0.761,25.62442281118709,7.913127941576533,38.87685205842346,491.29563360349283,2.5994525417961434,-2.5994525417961434,-100.0
2011-05-04,1304481600000,49.9386,17.08,0.75775,25.622507634199916,7.9430486685248916,36.840711331475106,463.81072141053386,2.609906978098593,-2.609906978098593,-100.0
2011-05-05,1304568000000,49.5357,18.2,0.75625,25.529610198868028,7.862940635548561,37.514029364451446,477.09923174097906,2.5734899271415337,-2.5734899271415337,-100.0
2011-05-06,1304654400000,49.5228,18.4,0.752,25.520304334271657,7.858157873857682,38.25132212614233,486.77212573440204,2.571964650752264,-2.571964650752264,-100.0
2011-05-09,1304913600000,49.6571,17.16,0.749,25.51954754931377,7.878511129136456,40.257598870863546,510.97978045600706,2.579313089801664,-2.579313089801664,-100.0
2011-05-10,1305000000000,49.9214,15.91,0.7465,25.471071824188837,7.911542776360651,39.24679722363935,496.0700881363757,2.585254610223977,-2.585254610223977,-100.0
2011-05-11,1305086400000,49.6043,16.95,0.7425,25.476251582359314,7.861054330761139,37.87217566923886,481.76967205328964,2.570371178094243,-2.570371178094243,-100.0
2011-05-12,1305172800000,49.51,16.03,0.738,25.441524530714418,7.839038440868919,34.72196155913109,442.9364879512229,2.5604034809066167,-2.5604034809066167,-100.0
2011-05-13,1305259200000,48.6428,17.07,0.738,25.487822126398825,7.709369545556232,39.08781045444377,507.01695156090193,2.523193325995452,-2.523193325995452,-100.0
2011-05-16,1305518400000,47.6143,18.24,0.7355,25.558625841152413,7.557137811001681,37.21219218899833,492.41118952237207,2.4816812006426137,-2.4816812006426137,-100.0
2011-05-17,1305604800000,48.02,17.55,0.7355,25.52282085972525,7.615694772902028,37.28480522709796,489.57851304340363,2.49699248326546,-2.49699248326546,-100.0
2011-05-18,1305691200000,48.5528,16.23,0.73475,25.453972264956466,7.68865244420693,35.69062755579308,464.19873722715136,2.5134815542917615,-2.5134815542917615,-100.0
2011-05-19,1305777600000,48.6471,15.52,0.737,25.452546376313254,7.7039602860682805,34.799349713931726,451.7072832898985,2.5177602178636196,-2.5177602178636196,-100.0
2011-05-20,1305864000000,47.8886,17.43,0.733,25.281347348063093,7.554987468317268,34.390972531682735,455.20886270037295,2.451361401088608,-2.451361401088608,-100.0
2011-05-23,1306123200000,47.7714,18.27,0.7305,25.27376671613577,7.534604022185945,34.691135977814056,460.4241427374897,2.4445353165505637,-2.4445353165505637,-100.0
2011-05-24,1306209600000,47.4557,17.82,0.73175,25.26774721607175,7.484175063181645,32.20569493681836,430.3172315577449,2.4272143770503956,-2.4272143770503956,-100.0
2011-05-25,1306296000000,48.1114,17.07,0.73125,25.273706088943204,7.588421234124443,32.62861876587556,429.9790135416787,2.461802956115621,-2.461802956115621,-100.0
2011-05-26,1306382400000,47.8571,16.09,0.73125,25.245585871337955,7.543753867959662,32.64905613204034,432.7958825739213,2.4442330975705993,-2.4442330975705993,-100.0
2011-05-27,1306468800000,48.2014,15.98,0.7295,25.248826134825038,7.598083650237097,28.735156349762907,378.189523471043,2.4626288675486023,-2.4626288675486023,-100.0
2011-05-31,1306814400000,49.69,15.45,0.7295,25.31865735399159,7.844488658927791,24.25591134107221,309.20959154509865,2.550436034900452,-2.550436034900452,-100.0
2011-06-01,1306900800000,49.3586,18.3,0.7295,25.289255079457664,7.787254314938302,25.941405685061696,333.12647354149277,2.5285095806192075,-2.5285095806192075,-100.0
2011-06-02,1306987200000,49.4431,18.09,0.7295,25.2672358545277,7.796898074879426,25.251411925120575,323.864845770875,2.5291505744760006,-2.5291505744760006,-100.0
2011-06-03,1307073600000,49.0628,17.95,0.72725,25.267336525768133,7.736326881966562,25.663953118033433,331.7330499291118,2.510083467450272,-2.510083467450272,-100.0
2011-06-06,1307332800000,48.2914,18.49,0.72725,25.301158769138162,7.620223913816272,25.614616086183734,336.1399399267222,2.4761511901280144,-2.4761511901280144,-100.0
2011-06-07,1307419200000,47.4343,18.07,0.725,25.2078358306346,7.469386965017893,24.928243034982106,333.7388081743652,2.4175674204262947,-2.4175674204262947,-100.0
2011-06-08,1307505600000,47.4628,18.79,0.725,25.191365253261647,7.471228082752784,25.194751917247206,337.223701889237,2.416373248149103,-2.416373248149103,-100.0
2011-06-09,1307592000000,47.3557,17.77,0.72175,25.16916790278388,7.449949823596111,30.748420176403894,412.733251961173,2.407876459872716,-2.407876459872716,-100.0
2011-06-10,1307678400000,46.5571,18.86,0.7225,25.198658688756424,7.329158519954888,30.89995148004511,421.60299024662527,2.3718019874804384,-2.3718019874804384,-100.0
2011-06-13,1307937600000,46.6571,19.61,0.7225,25.19464209921764,7.344266312963395,30.907143687036612,420.8336458671479,2.3762618738700265,-2.3762618738700265,-100.0
2011-06-14,1308024000000,47.4914,18.26,0.72025,25.204318106475636,7.476551417092015,31.423988582907985,420.30057482210515,2.420666281420086,-2.420666281420086,-100.0
2011-06-15,1308110400000,46.6786,21.32,0.72025,25.250951289288647,7.355964804440955,34.85179519555905,473.78958603116575,2.3866095128728873,-2.3866095128728873,-100.0
2011-06-16,1308196800000,46.4514,22.73,0.72125,25.215374321706594,7.314823454516226,34.41891654548378,470.5365311890513,2.3692405788093804,-2.3692405788093804,-100.0
2011-06-17,1308283200000,45.7514,21.85,0.72725,25.25080023331591,7.211615828918443,34.889224171081565,483.7920515840075,2.3381077340909773,-2.3381077340909773,-100.0
2011-06-20,1308542400000,45.0457,19.99,0.72775,25.284682121810548,7.105674511651912,36.54749548834809,514.3423812674978,2.3071374082970664,-2.3071374082970664,-100.0
2011-06-21,1308628800000,46.4714,18.86,0.72775,25.394099638501224,7.34780146722813,34.43933853277187,468.70262739643255,2.397390281591221,-2.397390281591221,-100.0
2011-06-22,1308715200000,46.0871,18.52,0.72775,25.384632855163535,7.285558980106067,34.977451019893934,480.0928949364529,2.376085726587405,-2.376085726587405,-100.0
2011-06-23,1308801600000,47.3186,19.29,0.72625,25.448509502613565,7.490090629064138,32.18676937093586,429.7246984708047,2.4500648114273194,-2.4500648114273194,-100.0
2011-06-24,1308888000000,46.6214,21.1,0.72725,25.476898330049472,7.3844795052981524,27.62656049470184,374.11655723169895,2.418297699010502,-2.418297699010502,-100.0
2011-06-27,1309147200000,47.4343,20.56,0.7325,25.467195549952407,7.513063114391677,27.97386688560833,372.33637545281476,2.4580650029636715,-2.4580650029636715,-100.0
2011-06-28,1309233600000,47.8943,19.17,0.735,25.235666703013944,7.549012990324783,25.524617009675218,338.1185996419522,2.4439236649032523,-2.4439236649032523,-100.0
2011-06-29,1309320000000,47.72,17.27,0.735,25.200332139322235,7.515831851897353,25.224868148102644,335.62310393805166,2.4293212940832642,-2.4293212940832642,-100.0
2011-06-30,1309406400000,47.9528,16.52,0.7335,25.154116048755675,7.544594609293728,26.63898539070627,353.08703476116955,2.433912351983075,-2.433912351983075,-100.0
2011-07-01,1309492800000,49.0371,15.87,0.734,24.836203780045164,7.662638615632904,25.203971384367097,328.9202668770952,2.436175486060339,-2.436175486060339,-100.0
2011-07-05,1309838400000,49.9186,16.06,0.7345,24.78564872041584,7.792006401029791,22.951253598970215,294.5487005238725,2.4713684110011744,-2.4713684110011744,-100.0
2011-07-06,1309924800000,50.2514,16.34,0.7345,24.767434304742693,7.8408661607697425,19.760573839230254,252.02029258066494,2.484756256002303,-2.484756256002303,-100.0
2011-07-07,1310011200000,51.0286,15.95,0.735,24.785559316216958,7.965399139946868,20.227360860053132,253.9403299780914,2.526222428914343,-2.526222428914343,-100.0
2011-07-08,1310097600000,51.3871,15.95,0.73525,24.520742033744316,7.975560399883744,22.047449600116263,276.4376231222277,2.498056131085219,-2.498056131085219,-100.0
2011-07-11,1310356800000,50.5714,18.39,0.73575,24.353989027888094,7.820724750849685,21.852115249150323,279.4129181796891,2.429942474505154,-2.429942474505154,-100.0
2011-07-12,1310443200000,50.5357,19.87,0.73475,24.33384252840055,7.811494343074241,21.23927565692576,271.8977281953323,2.4249690851800327,-2.4249690851800327,-100.0
2011-07-13,1310529600000,51.1457,19.91,0.7405,24.346650971569154,7.909651694184809,20.24921830581519,256.00644742299403,2.455480103234059,-2.455480103234059,-100.0
2011-07-14,1310616000000,51.11,20.8,0.7425,24.313545276176693,7.899021440859581,20.41167855914043,258.40768647058144,2.4477437102433797,-2.4477437102433797,-100.0
2011-07-15,1310702400000,52.1314,19.53,0.743,24.149897096976556,8.028371305128776,18.33896869487123,228.42701212829706,2.4679204907741976,-2.4679204907741976,-100.0
2011-07-18,1310961600000,53.4,20.95,0.7435,24.1850733798229,8.23019630960244,17.289803690397562,210.07765841775824,2.5341952833710124,-2.5341952833710124,-100.0
2011-07-19,1311048000000,53.8357,19.21,0.7485,24.18003488509267,8.2979646672045,16.048305332795504,193.40050212821666,2.5530843648337918,-2.5530843648337918,-100.0
2011-07-20,1311134400000,55.2714,19.09,0.74975,24.254703357659334,8.53350623769061,17.74693376230939,207.96766613851068,2.6348032854964103,-2.6348032854964103,-100.0
2011-07-21,1311220800000,55.3271,17.56,0.75125,24.247082177559204,8.54116016003601,20.09724983996399,235.29882900450443,2.6357714323895785,-2.6357714323895785,-100.0
2011-07-22,1311307200000,56.1857,17.52,0.75175,24.23583923512179,8.671744962830733,18.203325037169275,209.91536438390747,2.6744618345368405,-2.6744618345368405,-100.0
2011-07-25,1311566400000,56.9286,19.35,0.75225,24.247540300755674,8.788803196358401,15.261156803641605,173.64317373684045,2.711968378188976,-2.711968378188976,-100.0
2011-07-26,1311652800000,57.63,20.23,0.75425,24.238460349430465,8.895983570959956,14.024116429040042,157.6454848098007,2.743248360019603,-2.743248360019603,-100.0
2011-07-27,1311739200000,56.0843,22.98,0.75475,24.353362482022227,8.679192660986462,15.687737339013541,180.75111305606734,2.691230094846226,-2.691230094846226,-100.0
2011-07-28,1311825600000,55.9743,23.74,0.756,24.35538332673544,8.662946165216052,16.004483834783958,184.74643071252203,2.686103016784349,-2.686103016784349,-100.0
2011-07-29,1311912000000,55.7828,25.25,0.75775,24.35012371914093,8.632874920960024,15.034005079039968,174.14830188884636,2.6756078712487454,-2.6756078712487454,-100.0
2011-08-01,1312171200000,56.6786,23.66,0.76025,24.369059371331293,8.775917151889772,15.000442848110225,170.9273525318102,2.7217184318979903,-2.7217184318979903,-100.0
2011-08-02,1312257600000,55.5586,24.79,0.75944,24.386743319583406,8.605548208176629,15.720211791823381,182.67530913238858,2.6713857079862056,-2.6713857079862056,-100.0
2011-08-03,1312344000000,56.0814,23.38,0.76306,24.35732417863793,8.682128942373364,12.52311105762664,144.24009526634947,2.6903133836343702,-2.6903133836343702,-100.0
2011-08-04,1312430400000,53.91,31.66,0.765,24.59473237624463,8.389611755281837,12.508488244718176,149.0949594520059,2.6288575184810306,-2.6288575184810306,-100.0
2011-08-05,1312516800000,53.3743,32.0,0.76611,24.596216430049594,8.30684574355477,15.95478425644524,192.067900969805,2.6028065866014156,-2.6028065866014156,-100.0
2011-08-08,1312776000000,50.4586,48.0,0.76472,25.00764142050433,7.922680516237204,18.47597948376281,233.20364169547236,2.5308646935396872,-2.5308646935396872,-100.0
2011-08-09,1312862400000,53.43,35.06,0.76667,25.4328417593537,8.46667051376824,14.874829486231764,175.68688260683788,2.756411541950591,-2.756411541950591,-100.0
2011-08-10,1312948800000,51.9557,42.99,0.76994,25.551224637905563,8.254843145649787,17.095026854350216,207.0908744445267,2.7006306385025045,-2.7006306385025045,-100.0
2011-08-11,1313035200000,53.3857,39.0,0.76961,25.636510872091247,8.497389951963466,16.884780048036536,198.70548654925528,2.7904637061639797,-2.7904637061639797,-100.0
2011-08-12,1313121600000,53.8557,36.36,0.77283,25.45978669856361,8.540895041282738,7.346074958717267,86.01059869263979,2.7821770924870695,-2.7821770924870695,-100.0
2011-08-15,1313380800000,54.7728,31.87,0.77483,25.491789209137426,8.692887140566103,4.851592859433904,55.811064620792436,2.8351266051633885,-2.8351266051633885,-100.0
2011-08-16,1313467200000,54.3543,32.85,0.77594,25.466991881465656,8.622236765837169,6.720293234162828,77.94141377316176,2.8086945450643253,-2.8086945450643253,-100.0
2011-08-17,1313553600000,54.3486,31.58,0.77761,25.461263985876883,8.620783889791927,7.932576110208078,92.0168770220679,2.8070407818274195,-2.8070407818274195,-100.0
2011-08-18,1313640000000,52.2928,42.67,0.78017,25.676944032698646,8.333677994832993,9.864202005167005,118.36552853713522,2.738651109728961,-2.738651109728961,-100.0
2011-08-19,1313726400000,50.8614,43.05,0.78439,25.788636609861435,8.126035945100867,11.168704054899123,137.44344881507274,2.6822439103471503,-2.6822439103471503,-100.0
2011-08-22,1313985600000,50.92,42.44,0.78817,25.764121639134636,8.132229380294266,10.842570619705736,133.32839142460827,2.6804465453889037,-2.6804465453889037,-100.0
2011-08-23,1314072000000,53.3714,36.27,0.79233,26.042758116149407,8.575488028107412,6.578251971892595,76.70994292489728,2.859261965358133,-2.859261965358133,-100.0
2011-08-24,1314158400000,53.74,35.9,0.79456,26.04563957920639,8.6359027963343,8.404397203665702,97.3192658818848,2.8791286058290755,-2.8791286058290755,-100.0
2011-08-25,1314244800000,53.3886,39.76,0.79789,26.053952836241958,8.581926500797973,8.704033499202037,101.42283901397559,2.861207862106564,-2.861207862106564,-100.0
2011-08-26,1314331200000,54.7971,35.59,0.79589,26.114530572223728,8.819018878596097,8.752191121403904,99.24223138523509,2.948354550245357,-2.948354550245357,-100.0
2011-08-29,1314590400000,55.71,32.28,0.79589,26.13200261922673,8.969251986140751,8.746048013859248,97.51145388014076,3.0007844991310435,-3.0007844991310435,-100.0
2011-08-30,1314676800000,55.7128,32.89,0.79811,26.104617985219384,8.965196453970357,9.45468354602965,105.45985907361258,2.9953246848704147,-2.9953246848704147,-100.0
2011-08-31,1314763200000,54.9757,31.62,0.8,26.132323460732046,8.852339377318625,8.512330622681372,96.15910845546183,2.960523423775639,-2.960523423775639,-100.0
2011-09-01,1314849600000,54.4328,31.82,0.80217,26.12577152516124,8.764359856055858,8.961820143944141,102.25299156049424,2.929672598115568,-2.929672598115568,-100.0
2011-09-02,1314936000000,53.4357,33.92,0.80322,26.13881287124715,8.606495038134259,9.95707496186574,115.69256611137561,2.8781866478845437,-2.8781866478845437,-100.0
2011-09-06,1315281600000,54.2486,37.0,0.80706,26.160449932016792,8.742567266509603,8.170792733490394,93.45987836765613,2.925256178516868,-2.925256178516868,-100.0
2011-09-07,1315368000000,54.8471,33.38,0.81417,26.148908987903464,8.839022027034677,7.511387972965327,84.9798535402593,2.954049874576638,-2.954049874576638,-100.0
2011-09-08,1315454400000,54.8771,34.32,0.81539,26.145775357732195,8.843641941302938,5.888368058697058,66.58306722252397,2.954853194356488,-2.954853194356488,-100.0
2011-09-09,1315540800000,53.9257,38.52,0.81844,26.191516732869562,8.699619554087182,6.490050445912818,74.6015432693688,2.9114560608220277,-2.9114560608220277,-100.0
2011-09-12,1315800000000,54.2771,38.59,0.82133,26.183575860428935,8.755710022563832,6.7962999774361705,77.6213460692716,2.9284284743740177,-2.9284284743740177,-100.0
2011-09-13,1315886400000,54.9457,36.91,0.828,26.198166056563643,8.868316916771128,4.937653083228874,55.67745412763877,2.9659820366146246,-2.9659820366146246,-100.0
2011-09-14,1315972800000,55.6143,34.6,0.83083,26.212261651030584,8.979765821926879,5.105964178073119,56.86077208834697,3.0042043087459103,-3.0042043087459103,-100.0
2011-09-15,1316059200000,56.1371,31.97,0.83411,26.218604574857352,9.06640800522688,3.9202019947731266,43.23875555250866,3.0330300363059948,-3.0330300363059948,-100.0
2011-09-16,1316145600000,57.2143,30.98,0.8355,26.254471363722203,9.247800684948384,2.316429315051618,25.04843469238921,3.097940017462392,-3.097940017462392,-100.0
