Datetime,Timestamp,Price,VIX,3-Month-LIBOR,3-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,105-Calls,105-Calls-P,105-Calls-ROI,105-Puts,105-Puts-P,105-Puts-ROI,105-Straddles,105-Straddles-P,105-Straddles-ROI,100-Bull-Spreads,100-Bull-Spreads-P,100-Bull-Spreads-ROI
2011-02-24,1298523600000,48.9457,22.13,0.3125,19.304017172558122,1.889220602156989,-1.797820602156989,-95.16202608125036,1.8515201204750584,-1.8515201204750584,-100.0,0.9486008639830708,-0.9486008639830708,-100.0,3.356300358217048,-1.0004153582170474,-29.80708671581745,4.304901222200119,-1.9490162222001184,-45.2743540815561,0.9406197381739183,-0.9406197381739183,-100.0
2011-02-25,1298610000000,48.9828,21.32,0.3115,19.238892340699124,1.8842846435284668,-0.9484846435284666,-50.3365904289469,1.846676272153978,-1.846676272153978,-100.0,0.9435823238506488,-0.9435823238506488,-100.0,3.353233533907442,-1.8398935339074427,-54.86923339226717,4.296815857758091,-2.783475857758092,-64.77996614009889,0.940702319677818,-0.940702319677818,-100.0
2011-02-28,1298869200000,49.7371,19.22,0.3105,18.797201341152856,1.8697890017618561,-1.3554890017618568,-72.49422263606286,1.8317240338476424,-1.8317240338476424,-100.0,0.918949431517639,-0.918949431517639,-100.0,3.3658362152077217,-1.3932812152077148,-41.39480135463837,4.2847856467253616,-2.3122306467253537,-53.96374141825442,0.9508395702442172,-0.9508395702442172,-100.0
2011-03-01,1298955600000,50.4586,18.35,0.3105,18.923091996370648,1.909477504962009,-1.3394775049620091,-70.14890206777581,1.8708603561938624,-1.8708603561938624,-100.0,0.9435692009324904,-0.9435692009324904,-100.0,3.42595119472594,-1.4730211947259375,-42.99597720462485,4.369520395658431,-2.4165903956584294,-55.30562114001255,0.9659083040295185,-0.9659083040295185,-100.0
2011-03-02,1299042000000,49.9014,21.01,0.3095,19.036870556839236,1.8995625336816493,-0.4138625336816553,-21.78725503074252,1.8614947736587235,-1.8614947736587235,-100.0,0.9432192717637752,-0.9432192717637752,-100.0,3.3983181237397133,-2.3889481237397017,-70.29795436310596,4.341537395503488,-3.3321673955034767,-76.75086246993033,0.9563432619178741,-0.9563432619178741,-100.0
2011-03-03,1299128400000,50.3028,20.7,0.3095,19.053736249930424,1.9165204458314484,-1.6479204458314491,-85.98501776570028,1.878146473981328,-1.878146473981328,-100.0,0.9523179498518068,-0.9523179498518068,-100.0,3.4271652794091945,-1.1806252794091918,-34.449032455555184,4.379483229261002,-2.1329432292609987,-48.703080194713145,0.9642024959796416,-0.9642024959796416,-100.0
2011-03-04,1299214800000,51.3657,18.6,0.3095,19.279532243991934,1.9799570943165639,-1.9799570943165639,-100.0,1.9407722790406483,-1.1107722790406491,-57.23351941061938,0.9931378242650856,-0.9931378242650856,-100.0,3.5202787682253738,-0.12199376822537288,-3.465457603145213,4.51341659249046,-1.1151315924904583,-24.707038883710474,0.9868192700514783,-0.9868192700514783,-100.0
2011-03-07,1299474000000,51.4286,19.06,0.3095,19.27426240584502,1.9818456001469256,-1.9818456001469256,-100.0,1.9426128010047243,-1.6597128010047193,-85.43713910184837,0.993869629248735,-0.993869629248735,-100.0,3.5241051901494203,-0.6697751901494087,-19.0055391088088,4.517974819398155,-1.6636448193981508,-36.8227997255586,0.9879759708981906,-0.9879759708981906,-100.0
2011-03-08,1299560400000,50.7657,20.66,0.3095,19.417698799480466,1.9707025534409084,-1.6264025534409114,-82.52907322828408,1.931975453900705,-1.931975453900705,-100.0,0.9940836282084468,-0.9940836282084468,-100.0,3.491705173691237,-1.2977201736912318,-37.165800350759696,4.485788801899684,-2.2918038018996794,-51.090318851594716,0.9766189252324616,-0.9766189252324616,-100.0
2011-03-09,1299646800000,50.8228,19.82,0.3095,19.41396658142257,1.9725439821230888,-0.6639439821230901,-33.65927391938171,1.9337733233020309,-1.9337733233020309,-100.0,0.9948621623907864,-0.9948621623907864,-100.0,3.495292970628689,-2.2627529706286817,-64.73714763377006,4.490155133019475,-3.2576151330194683,-72.55016890315844,0.9776818197323024,-0.9776818197323024,-100.0
2011-03-10,1299733200000,50.3528,20.22,0.3095,19.42681635010921,1.9555819884215,1.0916180115784968,55.8206210755513,1.917169873593412,-1.917169873593412,-100.0,0.9868202853662726,-0.4572602853662762,-46.33673346069871,3.4641275647967897,-3.4641275647967897,-100.0,4.450947850163064,-3.9213878501630655,-88.10230948941368,0.9687617030552274,-0.9687617030552274,-100.0
2011-03-11,1299819600000,49.5243,21.88,0.3095,19.48919906956869,1.929515601875785,2.3818843981242206,123.44468196104059,1.8917355161927567,-1.8917355161927567,-100.0,0.9761172319670608,0.8590677680329417,88.0086673914933,3.4126631419998787,-3.4126631419998787,-100.0,4.38878037396694,-2.553595373966937,-58.184624346075175,0.9533983699087243,-0.9533983699087243,-100.0
2011-03-14,1300075200000,50.2843,20.08,0.3095,19.56547489025198,1.966711982598216,3.020388017401782,153.5755130454617,1.9283521236499543,-1.9283521236499543,-100.0,0.9979729785278356,1.4749120214721625,147.7907772260413,3.4719101266321672,-3.4719101266321672,-100.0,4.469883105160003,-1.9969981051600048,-44.67674116253026,0.9687390040703804,-0.9687390040703804,-100.0
2011-03-15,1300161600000,50.5086,21.13,0.3095,19.400740320951414,1.9590278860290304,2.8594721139709707,145.9638290176231,1.9204969176815752,-1.9204969176815752,-100.0,0.9875158008744832,1.3055541991255168,132.20590475305795,3.472488284109652,-3.472488284109652,-100.0,4.460004084984135,-2.1669340849841348,-48.58592153042486,0.9715120851545472,-0.9715120851545472,-100.0
2011-03-16,1300248000000,49.3471,24.32,0.309,19.767781154176745,1.9497720535359804,4.888827946464019,250.73843568523603,1.9121879390832528,-1.9121879390832528,-100.0,0.99728251145174,3.373962488548255,338.31561767154545,3.4251741912763762,-3.4251741912763762,-100.0,4.422456702728116,-0.05121170272812137,-1.1579921787935201,0.9524895420842404,-0.9524895420842404,-100.0
2011-03-17,1300334400000,47.1443,29.4,0.309,21.071007499565493,1.9842424325910104,7.8000575674089925,393.10002846898766,1.9483360314652352,-1.9483360314652352,-100.0,1.0640503287339094,6.363034671266089,598.001288044084,3.383563607551846,-3.383563607551846,-100.0,4.447613936285755,2.979471063714243,66.99032574312031,0.920192103857101,-0.920192103857101,-100.0
2011-03-18,1300420800000,47.8057,26.37,0.309,21.18071956415816,2.022451473977963,7.801848526022037,385.761963953408,1.98604133234263,-1.98604133234263,-100.0,1.088548660074398,6.345466339925598,582.9290478839879,3.4406030113573074,-3.4406030113573074,-100.0,4.5291516714317055,2.9048633285682968,64.13702916798199,0.9339028139035648,-0.9339028139035648,-100.0
2011-03-21,1300680000000,47.2386,24.44,0.309,21.272246260206487,2.0070096151986903,6.838690384801311,340.7402900819831,1.971031392588106,-1.971031392588106,-100.0,1.0835327750960302,5.40023722490397,498.39168219211126,3.4076856413549237,-3.4076856413549237,-100.0,4.4912184164509545,1.9925515835490453,44.36550171442335,0.9234768401026601,-0.9234768401026601,-100.0
2011-03-22,1300766400000,48.4714,20.61,0.309,21.641175641360288,2.094747851131228,5.408152148868768,258.1767607947756,2.0578306939875617,-2.0578306939875617,-100.0,1.1445441170162811,3.9347858829837112,343.78630098080697,3.529351102015444,-3.529351102015444,-100.0,4.673895219031724,0.4054347809682666,8.674451650464237,0.950203734114947,-0.950203734114947,-100.0
2011-03-23,1300852800000,48.7428,20.21,0.309,21.637417229990106,2.1061144772807587,4.93388552271924,234.26483108788398,2.0689906144003345,-2.0689906144003345,-100.0,1.1506167157267129,3.452243284273287,300.03416751102037,3.5487766597022663,-3.5487766597022663,-100.0,4.699393375428979,-0.09653337542897944,-2.0541667342365755,0.9554977615540459,-0.9554977615540459,-100.0
2011-03-24,1300939200000,48.4557,19.17,0.309,21.649560604680897,2.094872749230632,6.128027250769371,292.52503537601336,2.057967549640648,-2.057967549640648,-100.0,1.1449184287581622,4.655196571241836,406.59635257082084,3.5289529691886763,-3.5289529691886763,-100.0,4.673871397946838,1.12624360205316,24.096589447195786,0.9499543204724696,-0.9499543204724696,-100.0
2011-03-25,1301025600000,49.2814,18.0,0.308,21.275492908912888,2.0940592190723852,4.183140780927617,199.7622962535244,2.0566465669352003,-2.0566465669352003,-100.0,1.1306427596286266,2.6824872403713744,237.25329840280145,3.5554294748845834,-3.5554294748845834,-100.0,4.68607223451321,-0.8729422345132092,-18.628441706125138,0.9634164594437586,-0.9634164594437586,-100.0
2011-03-28,1301284800000,50.22,17.91,0.3075,21.46391504549901,2.1526236969896217,3.7087763030103815,172.290972555816,2.114560361865209,-2.114560361865209,-100.0,1.16946376100897,2.1809362389910305,186.49027970814583,3.640497259128338,-3.640497259128338,-100.0,4.809961020137309,-1.4595610201373077,-30.344549862810375,0.9831599359806518,-0.9831599359806518,-100.0
2011-03-29,1301371200000,50.0628,19.44,0.307,21.227068607715047,2.1224091057006085,1.7247908942993853,81.26571308362487,2.084526591973344,-2.084526591973344,-100.0,1.1441015442243767,0.1999584557756151,17.4773346636092,3.607464904810747,-3.607464904810747,-100.0,4.751566449035124,-3.4075064490351323,-71.71332834305784,0.9783075614762318,-0.9783075614762318,-100.0
2011-03-30,1301457600000,50.1371,18.16,0.307,21.208237573702927,2.1236920675812563,1.1135079324187451,52.43264545819755,2.085753331054434,-2.085753331054434,-100.0,1.1440752454251208,-0.4137302454251213,-36.162852668959324,3.6110945720719556,-3.6110945720719556,-100.0,4.755169817497077,-4.024824817497076,-84.64103222323145,0.9796168221561354,-0.9796168221561354,-100.0
2011-03-31,1301544000000,49.8043,17.71,0.3045,20.849335390577,2.0740998648496607,-1.4197998648496617,-68.45378512922156,2.0367197394733125,-2.0367197394733125,-100.0,1.1037986366895292,-1.1037986366895292,-100.0,3.5547645050443677,-1.7188495050443606,-48.35340013678086,4.6585631417338975,-2.8226481417338976,-60.590530939617565,0.9703012281601315,-0.9703012281601315,-100.0
2011-04-01,1301630400000,49.7868,17.74,0.303,20.81889590815181,2.0702853769303324,1.5729146230696678,75.97573941240267,2.03310239109862,-2.03310239109862,-100.0,1.1005951091786432,0.05326489082135133,4.839644513875959,3.550892974055351,-3.550892974055351,-100.0,4.651488083233994,-3.4976280832340003,-75.1937448972725,0.9696902677516892,-0.9696902677516892,-99.99999999999999
2011-04-04,1301889600000,49.2228,17.4,0.301,20.650659615778736,2.0303390076412207,0.7025609923587801,34.603137196038595,1.993819803855004,-1.993819803855004,-100.0,1.0730000125535621,-0.8012400125535617,-74.67288007264263,3.4957948485780435,-3.4957948485780435,-100.0,4.5687948611316065,-4.297034861131605,-94.05182311178028,0.9573389950876585,-0.9573389950876585,-100.00000000000001
2011-04-05,1301976000000,48.7414,17.5,0.29675,20.557267821188397,2.001233723286376,2.643066276713625,132.07184378110762,1.965582084947329,-1.965582084947329,-100.0,1.0540831548886604,1.1531468451113351,109.39809063101272,3.4537189346326684,-3.4537189346326684,-100.0,4.507802089521329,-2.3005720895213333,-51.03533925921811,0.9471505683977157,-0.9471505683977157,-100.0
2011-04-06,1302062400000,48.4128,17.25,0.29375,20.362075183144885,1.9688806039625248,3.4740193960374772,176.44642285803127,1.933827179808752,-1.933827179808752,-100.0,1.0297407940826169,1.9925192059173789,193.49716136015462,3.413574698721156,-3.413574698721156,-100.0,4.443315492803773,-1.4210554928037702,-31.981872435240273,0.939139809879908,-0.939139809879908,-100.0
2011-04-07,1302148800000,48.2914,16.9,0.29263,20.36968778695105,1.964606160901578,4.516793839098416,229.90836173625823,1.929773904028444,-1.929773904028444,-100.0,1.0277821545707209,3.039047845429268,295.68988252171033,3.4057782848539304,-3.4057782848539304,-100.0,4.433560439424651,-0.3667304394246624,-8.271691441568652,0.936824006330857,-0.936824006330857,-100.0
2011-04-08,1302235200000,48.2971,17.11,0.2895,20.351411512424825,1.9629125556778493,4.094287444322152,208.58226376305785,1.928448667765956,-1.928448667765956,-100.0,1.026188696682052,2.616156303317947,254.93910737632308,3.4048566143745584,-3.4048566143745584,-100.0,4.431045311056612,-0.7887003110566121,-17.799418775714148,0.9367238589957974,-0.9367238589957974,-100.0
2011-04-11,1302494400000,47.8657,17.87,0.28525,20.16583025794913,1.9275691374278952,4.555330862572107,236.3251607488713,1.8939143393126687,-1.8939143393126687,-100.0,1.0008060613562222,3.0888089386437727,308.6321174412188,3.3587535233352352,-3.3587535233352352,-100.0,4.359559584691457,-0.269944584691455,-6.192015029209883,0.926763076071673,-0.926763076071673,-100.0
2011-04-12,1302580800000,47.2571,16.59,0.28275,20.11146973256044,1.897839257216664,3.1378607427833347,165.338593922083,1.8649034781225355,-1.8649034781225355,-100.0,0.9833521960145132,1.6894928039854822,171.80953180690793,3.311624627965678,-3.311624627965678,-100.0,4.294976823980192,-1.6221318239801956,-37.768115881867615,0.9144870612021508,-0.9144870612021508,-100.0
2011-04-13,1302667200000,47.4857,17.09,0.28075,20.106922654276826,1.9064797596355163,1.4692202403644856,77.06456011079675,1.8736186714690035,-1.8736186714690035,-100.0,0.9876462520711904,0.01376874792881111,1.3940971172559713,3.327427109496345,-3.327427109496345,-100.0,4.315073361567535,-3.313658361567533,-76.7926309453006,0.9188335075643259,-0.9188335075643259,-100.0
2011-04-14,1302753600000,48.0186,16.92,0.278,20.18038042720152,1.9346941660182075,0.9667058339817948,49.96685527673718,1.9017896813642488,-1.9017896813642488,-100.0,1.0049964342299995,-0.5045264342299998,-50.201813364298545,3.37137672534336,-3.37137672534336,-100.0,4.376373159573359,-3.875903159573359,-88.56427498863489,0.929697731788208,-0.929697731788208,-100.0
2011-04-15,1302840000000,47.4886,16.27,0.2755,20.23053608965772,1.9179097269318528,3.96489027306815,206.7297650870629,1.885660960146968,-1.885660960146968,-100.0,0.998115308447046,2.5102546915529533,251.49946807835502,3.338684103322919,-3.338684103322919,-100.0,4.336799411769965,-0.8284294117699655,-19.102322545092328,0.9197944184848068,-0.9197944184848068,-100.0
2011-04-18,1303099200000,46.78,15.32,0.27475,20.367013471348134,1.9018768727936293,5.058123127206372,265.9542896579102,1.8701957574954484,-1.8701957574954484,-100.0,0.9947407357117743,3.6262592642882208,364.54315522662256,3.300475564648689,-3.300475564648689,-100.0,4.295216300360464,0.3257836996395387,7.584803112527727,0.9071361370818549,-0.9071361370818549,-100.0
2011-04-19,1303185600000,47.4071,16.96,0.27399999999999997,20.434633192732708,1.9336698172206148,4.047830182779382,209.33409348021905,1.9016516183944605,-1.9016516183944605,-100.0,1.0138517320585458,2.597293267941448,256.1807792809949,3.350587623291084,-3.350587623291084,-100.0,4.36443935534963,-0.7532943553496363,-17.25981950983693,0.919818085162069,-0.919818085162069,-100.0
2011-04-20,1303272000000,48.2657,15.83,0.27375,20.631437360027846,1.9874627066740158,4.543937293325982,228.63006576511725,1.95489435223022,-1.95489435223022,-100.0,1.0494264372304976,3.0686885627694984,292.41578579513975,3.4285146650645117,-3.4285146650645117,-100.0,4.477941102295009,-0.3598261022950133,-8.035525570235777,0.9380362694435183,-0.9380362694435183,-100.0
2011-04-21,1303358400000,48.9157,15.07,0.27375,20.73960587348161,2.024692288981196,4.769607711018804,235.57197984977853,1.9916853325822144,-1.9916853325822144,-100.0,1.0731678316629196,3.2753471683370794,305.20362907838825,3.48429552744399,-3.48429552744399,-100.0,4.55746335910691,-0.2089483591069108,-4.584751267157895,0.9515244573182762,-0.9515244573182762,-100.0
2011-04-22,1303444800000,50.0994,14.69,0.27375,21.095043715463376,2.108903330321436,3.504496669678563,166.17625944686682,2.0750976460234507,-2.0750976460234507,-100.0,1.131551990217396,1.9768780097826024,174.70500930344357,3.6010260217045063,-3.6010260217045063,-100.0,4.732578011921902,-1.6241480119219034,-34.318462534172504,0.9773513401040401,-0.9773513401040401,-100.0
2011-04-25,1303704000000,50.4298,15.77,0.27375,21.09675212901426,2.1229816925805984,2.4229183074194047,114.128082964023,2.088953063534923,-2.088953063534923,-100.0,1.1391715612569016,0.8852384387431016,77.708965782676,3.6249315007589473,-3.6249315007589473,-100.0,4.764103062015849,-2.7396930620158457,-57.50700659394617,0.9838101313236969,-0.9838101313236969,-100.0
2011-04-26,1303790400000,50.06,15.62,0.27375,21.14358356872384,2.112050123531631,2.260749876468367,107.04054090762251,2.0782710252598484,-2.0782710252598484,-100.0,1.1350942560870116,0.7347057439129863,64.72640839939787,3.60262620290164,-3.60262620290164,-100.0,4.737720458988652,-2.8679204589886536,-60.53376267794535,0.9769558674446195,-0.9769558674446195,-100.0
2011-04-27,1303876800000,50.0214,15.35,0.27275,21.14346892923205,2.110350871176032,1.3039491288239655,61.788262162173844,2.0767210764762787,-2.0767210764762787,-100.0,1.1341691106729923,-0.22093911067300093,-19.48026168177868,3.599927826238265,-3.599927826238265,-100.0,4.734096936911257,-3.8208669369112656,-80.70952048151712,0.9761817605030398,-0.9761817605030398,-100.0
2011-04-28,1303963200000,49.5357,14.62,0.27325,21.213940630515186,2.0967924752365583,2.6161075247634464,124.76711718780369,2.0634281902888425,-2.0634281902888425,-100.0,1.1295470645892447,1.1065679354107605,97.96563331454979,3.5712995653941424,-3.5712995653941424,-100.0,4.700846629983387,-2.464731629983381,-52.43165378471606,0.9672454106473136,-0.9672454106473136,-100.00000000000001
2011-04-29,1304049600000,50.0186,14.75,0.273,21.25451366868,2.121231513238957,2.7072684867610413,127.62720475650728,2.087572788357484,-2.087572788357484,-100.0,1.144254381751189,1.1833156182488054,103.41368467716387,3.609842720625643,-3.609842720625643,-100.0,4.754097102376832,-2.4265271023768378,-51.04075600735384,0.976977131487768,-0.976977131487768,-100.0
2011-05-02,1304308800000,49.4686,15.99,0.273,21.32943079983898,2.1052354596153684,3.303264540384628,156.90713004559322,2.0719468430273054,-2.0719468430273054,-100.0,1.1384434112102113,1.7966265887897848,157.81430777309328,3.5769203637927376,-3.5769203637927376,-100.0,4.715363775002949,-1.7802937750029528,-37.755173512606454,0.9667920484051571,-0.9667920484051571,-100.0
2011-05-03,1304395200000,49.7428,16.7,0.273,21.341405024028393,2.118082462784848,2.0648175372151485,97.48522890371004,2.0846093303894198,-2.0846093303894198,-100.0,1.1458424044169817,0.5499175955830111,47.99242840579074,3.5978356154017845,-3.5978356154017845,-100.0,4.743678019818767,-3.0479180198187734,-64.25221119740374,0.9722400583678663,-0.9722400583678663,-100.0
2011-05-04,1304481600000,49.9386,17.08,0.27225,21.326923933751548,2.1249452575555523,2.2135547424444435,104.16996553552748,2.091432656752449,-2.091432656752449,-100.0,1.149001278383718,0.6925687216162721,60.275713756428345,3.610743047540467,-3.610743047540467,-100.0,4.759744325924184,-2.918174325924188,-61.30947643616497,0.9759439791718343,-0.9759439791718343,-100.0
2011-05-05,1304568000000,49.5357,18.2,0.27025,21.375121467061813,2.112405206746992,3.297594793253012,156.10616669190838,2.079407104815104,-2.079407104815104,-100.0,1.1440172581616397,1.7891977418383649,156.3960446465194,3.586154251133152,-3.586154251133152,-100.0,4.730171509294792,-1.7969565092947877,-37.98924638913761,0.9683879485853522,-0.9683879485853522,-100.0
2011-05-06,1304654400000,49.5228,18.4,0.26825,21.3738037446992,2.1116085767649864,3.979891423235017,188.4767597095228,2.078863128082052,-2.078863128082052,-100.0,1.1435215356362214,2.4718384643637807,216.16020226401105,3.5852788145191354,-3.5852788145191354,-100.0,4.728800350155357,-1.1134403501553545,-23.54593697572311,0.968087041128765,-0.968087041128765,-100.0
2011-05-09,1304913600000,49.6571,17.16,0.267,21.375353426502656,2.1174135681956443,4.362586431804353,206.03374311622719,2.084732269452914,-2.084732269452914,-100.0,1.1467141500169329,2.850430849983063,248.57379233882924,3.595253786337061,-3.595253786337061,-100.0,4.741967936353994,-0.7448229363539979,-15.707042863867985,0.9706994181787114,-0.9706994181787114,-100.0
2011-05-10,1305000000000,49.9214,15.91,0.26575,21.366420918987238,2.1277276708932824,5.1651723291067215,242.75533000603542,2.0950261921814497,-2.0950261921814497,-100.0,1.1519528099046925,3.6448771900953076,316.4085506590213,3.613686257257264,-3.613686257257264,-100.0,4.765639067161956,0.03119093283804375,0.6544963308901747,0.9757748609885899,-0.9757748609885899,-100.0
2011-05-11,1305086400000,49.6043,16.95,0.26225,21.3889252398011,2.1162140199802693,7.083785980019728,334.7386376395792,2.084148073905748,-2.084148073905748,-100.0,1.1465391211017302,5.573245878898264,486.0929536833277,3.5930848777234705,-3.5930848777234705,-100.0,4.7396239988252,1.9801610011747943,41.77886266221988,0.9696748988785391,-0.9696748988785391,-99.99999999999999
2011-05-12,1305172800000,49.51,16.03,0.26075,21.104841471487838,2.0842883691038736,7.4700116308961295,358.39626328231225,2.0524663829734955,-2.0524663829734955,-100.0,1.1186173716509948,5.960182628349006,532.8169201907017,3.5607042862141114,-3.5607042862141114,-100.0,4.679321657865106,2.399478342134895,51.27833727997304,0.9656709974528788,-0.9656709974528788,-100.0
2011-05-13,1305259200000,48.6428,17.07,0.2605,21.30840328698164,2.067347958510698,8.1669520414893,395.04486933939796,2.0361133212842013,-2.0361133212842013,-100.0,1.1170885611237191,6.685071438876275,598.4370148908807,3.5164321920359,-3.5164321920359,-100.0,4.633520753159619,3.1686392468403746,68.38513121322839,0.9502593973869791,-0.9502593973869791,-100.0
2011-05-16,1305518400000,47.6143,18.24,0.2605,21.57162052292686,2.0484202396657025,7.7400797603342975,377.8560478194386,2.0178460254491317,-2.0178460254491317,-100.0,1.1163967030615964,6.2913882969384005,563.5441487497188,3.465008778134198,-3.465008778134198,-100.0,4.5814054811957945,2.8263795188042025,61.69241143149128,0.9320235366041061,-0.9320235366041061,-100.0
2011-05-17,1305604800000,48.02,17.55,0.25975,21.61803912511478,2.070239078328985,7.666860921671013,370.3369819421725,2.039493102175328,-2.039493102175328,-100.0,1.1299640180250936,6.206135981974901,549.2330625555439,3.498680743063752,-3.498680743063752,-100.0,4.628644761088845,2.70745523891115,58.49347657162281,0.9402750603038914,-0.9402750603038914,-99.99999999999999
2011-05-18,1305691200000,48.5528,16.23,0.26,21.663864801454988,2.097623360473904,6.9452766395260985,331.1021783222797,2.0665063354901427,-2.0665063354901427,-100.0,1.1465890154055067,5.4686709845944925,476.95127993707695,3.541556139172563,-3.541556139172563,-100.0,4.68814515457807,1.9271148454219291,41.106125810547105,0.9510343450683973,-0.9510343450683973,-100.0
2011-05-19,1305777600000,48.6471,15.52,0.2585,21.437971452349284,2.079880033370493,6.310119966629507,303.3886505657643,2.048882385067735,-2.048882385067735,-100.0,1.1286338460145195,4.829011153985482,427.86340060931997,3.5284413152966185,-3.5284413152966185,-100.0,4.657075161311138,1.3005698386888618,27.926752170405244,0.9512461873559737,-0.9512461873559737,-100.0
2011-05-20,1305864000000,47.8886,17.43,0.2575,21.594330108534614,2.062201229711853,6.7648987702881485,328.04261159486333,2.0318048995679554,-2.0318048995679554,-100.0,1.124705976804952,5.30796402319505,471.942368286673,3.4872198301538653,-3.4872198301538653,-100.0,4.6119258069588165,1.8207441930411845,39.47904344631715,0.9374952529069009,-0.9374952529069009,-99.99999999999999
2011-05-23,1306123200000,47.7714,18.27,0.25675,21.551445349960108,2.0530606054986147,5.9712393945013815,290.845744081246,2.0228269540851147,-2.0228269540851147,-100.0,1.118172546504935,4.517557453495058,404.0125531265779,3.474997212520761,-3.474997212520761,-100.0,4.593169759025697,1.0425602409742982,22.698055932412263,0.9348880589936797,-0.9348880589936797,-100.0
2011-05-24,1306209600000,47.4557,17.82,0.255,21.566357420315295,2.0407938115212083,4.977806188478791,243.91519419437736,2.010964606343116,-2.010964606343116,-100.0,1.1120129879859526,3.5338020120140463,317.7842390505143,3.4534773225489563,-3.4534773225489563,-100.0,4.5654903105349085,0.08032468946509043,1.7593880175310086,0.9287808235352557,-0.9287808235352557,-100.0
2011-05-25,1306296000000,48.1114,17.07,0.2545,21.6501367180864,2.0769339265825866,3.3259660734174084,160.13827069068074,2.046751846566792,-2.046751846566792,-100.0,1.1347436727056393,1.862586327294352,164.14159180577522,3.508622488689064,-3.508622488689064,-100.0,4.643366161394703,-1.6460361613947123,-35.449200088504355,0.9421902538769473,-0.9421902538769473,-100.0
2011-05-26,1306382400000,47.8571,16.09,0.254,21.33498708349096,2.0361022275969667,3.3210977724030317,163.1105613161002,2.006138644405344,-2.006138644405344,-100.0,1.10112346095781,1.8632215390421845,169.21095636464457,3.4625166986066027,-3.4625166986066027,-100.0,4.563640159564413,-1.5992951595644185,-35.044287096401284,0.9349787666391567,-0.9349787666391567,-99.99999999999999
2011-05-27,1306468800000,48.2014,15.98,0.25388,21.35217288169947,2.0523819469852747,3.781918053014724,184.26969982706922,2.022217049148768,-2.022217049148768,-100.0,1.1105547058259972,2.313675294173997,208.3351033529821,3.488951563097676,-3.488951563097676,-100.0,4.5995062689236725,-1.1752762689236782,-25.552226700165008,0.9418272411592774,-0.9418272411592774,-100.0
2011-05-31,1306814400000,49.69,15.45,0.25388,21.724643632211194,2.152365546904889,2.06763445309511,96.06335020872162,2.1212690689292337,-2.1212690689292337,-100.0,1.1787396437158757,0.5567603562841192,47.233531106918576,3.630588341841445,-3.630588341841445,-100.0,4.809327985557322,-3.073827985557326,-63.91387725661885,0.9736259031890133,-0.9736259031890133,-100.0
2011-06-01,1306900800000,49.3586,18.3,0.25288,21.53173741728849,2.1191232833436158,1.3508767166563835,63.74696211750978,2.0883558287844863,-2.0883558287844863,-100.0,1.1533907044307323,-0.15132070443073609,-13.119639671920366,3.589014877143647,-3.589014877143647,-100.0,4.74240558157438,-3.7403355815743833,-78.87000631297059,0.9657325789128834,-0.9657325789128834,-100.0
2011-06-02,1306987200000,49.4431,18.09,0.25288,20.854669003703307,2.0565479625286187,4.04465203747138,196.67190414067937,2.0257278352860943,-2.0257278352860943,-100.0,1.0942736573350516,2.5347713426649463,231.63962009631328,3.534067523730413,-3.534067523730413,-100.0,4.628341181065465,-0.9992961810654668,-21.59080633799396,0.9622743051935672,-0.9622743051935672,-100.0
2011-06-03,1307073600000,49.0628,17.95,0.252,20.807713678362305,2.036122265359208,6.08537773464079,298.87093904781915,2.0056455896686285,-2.0056455896686285,-100.0,1.0816340337419383,4.5867259662580535,424.0552555830892,3.5027735242668365,-3.5027735242668365,-100.0,4.584407558008773,1.0839524419912188,23.644329791263818,0.9544882316172698,-0.9544882316172698,-100.0
2011-06-06,1307332800000,48.2914,18.49,0.252,20.94144402494759,2.0168809047568,7.1474190952431975,354.37982869420097,1.986883404890424,-1.986883404890424,-100.0,1.0763759407577478,5.673354059242245,527.0792336038571,3.459448565898054,-3.459448565898054,-100.0,4.535824506655802,2.213905493344191,48.809328714008636,0.9405049639990524,-0.9405049639990524,-100.0
2011-06-07,1307419200000,47.4343,18.07,0.25175,21.14883225223855,2.0005249886384644,8.912275011361533,445.49681018616684,1.9710891216200783,-1.9710891216200783,-100.0,1.0751888924410853,7.46589610755891,694.3799512854438,3.4159962320717883,-3.4159962320717883,-100.0,4.4911851245128735,4.049899875487123,90.17441417372852,0.9253360961973791,-0.9253360961973791,-100.0
2011-06-08,1307505600000,47.4628,18.79,0.25175,20.860920202051393,1.974702009733587,10.848197990266412,549.3587354848529,1.945248456732486,-1.945248456732486,-100.0,1.0509433531390862,9.398816646860912,894.3219079113425,3.393157122487932,-3.393157122487932,-100.0,4.4441004756270175,6.00565952437298,135.13779801582106,0.9237586565945008,-0.9237586565945008,-100.0
2011-06-09,1307592000000,47.3557,17.77,0.25025,20.799490560439146,1.9644085222694656,10.678491477730539,543.5983074128472,1.935196474180643,-1.935196474180643,-100.0,1.043226776211748,9.231888223788252,884.9358964224302,3.3803391257184887,-3.3803391257184887,-100.0,4.423565901930237,5.851549098069763,132.2812687274857,0.9211817460577176,-0.9211817460577176,-100.00000000000001
